ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	卡牌8	卡牌9	卡牌10	剧情对话头像	声效	偏将加成	空行
12098	徐晃	92	65	62	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	3	30001	徐晃，魏国名将，有周亚夫之美誉。官渡之战，由荀攸举荐，带精兵火烧官渡粮草，直接导致袁绍的失败。	2	ArmyFormation/heyizhen.tmx	40066	500	heroHead/50064.png	heroCard/40064.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12099	于禁	93	64	67	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	3	30001	于禁早年就跟随曹操。曹操每次征伐，于禁不是用为行军前锋，就是用为后拒。可惜晚节不保，关羽水淹七军时，投降蜀汉。	3	ArmyFormation/yanxingzhen.tmx	40068	500	heroHead/50066.png	heroCard/40066.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12100	周泰	89	57	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	2	30001	周泰最初和蒋钦一同在江中劫掠为生，后归顺孙策，并助孙策攻刘繇营寨，所向披靡。曾为救主，身受贼伤二十余处。	6	ArmyFormation/zhuixingzhen.tmx	40075	2000	heroHead/50075.png	heroCard/40075.png											Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12101	凌统	90	68	69	1	95	400	300	chaochao_plist	50	mozhua_plist	0	4	2	30002	吴国凌统，合肥之战，为孙权断后，力战到孙权离开。凌统亲待贤人，接近士人，轻财重义，被誉为有国士之风。	3	ArmyFormation/yanxingzhen.tmx	40076	2000	heroHead/50076.png	heroCard/40076.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12102	黄盖	89	69	71	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	2	30001	黄盖为人严肃，善于训练士卒，是为江东元勋。赤壁之战，献策苦肉计，点燃曹军军营第一把火。	2	ArmyFormation/gouxingzhen.tmx	40078	2000	heroHead/50078.png	heroCard/40078.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12103	鲁肃	48	95	84	1	85	400	300	chaochao_plist	50	moyun_plist	0	4	2	30003	鲁肃土豪之家，周瑜任居巢长时，借出家中一半粮草，后投靠吴国后，为吴蜀合纵起到至关重要的作用。	1	ArmyFormation/changshezhen.tmx	40079	2000	heroHead/50010.png	heroCard/40010.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12104	虞翻	43	88	57	1	85	400	400	zhouyu_plist	50	moyun_plist	0	4	2	30003	虞翻性情疏直，多次犯颜谏争，且性多不协俗，屡使孙权大怒，多亏诸葛瑾求情免祸。	1	ArmyFormation/changshezhen.tmx	40085	500	heroHead/50085.png	heroCard/40085.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12105	诸葛瑾	47	94	59	1	95	400	300	zhouyu_plist	50	mozhua_plist	0	4	2	30002	诸葛瑾是诸葛亮之兄。江东重臣，诸葛瑾促成猇亭之役以后的吴、蜀言归于好。	3	ArmyFormation/yanxingzhen.tmx	40086	500	heroHead/50086.png	heroCard/40086.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12106	潘璋	88	52	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	2	30001	潘璋为人粗猛，禁令肃然。荆州之战，追随吕蒙，擒杀关羽父子于麦城。	6	ArmyFormation/zhuixingzhen.tmx	40087	500	heroHead/50087.png	heroCard/40087.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12107	关索	90	59	68	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	关羽三子，自少侠义，能文会武。鲍家庄大败两伙强人，为取赤龙鳞甲，比武招亲胜鲍三娘。后同鲍三娘跟随诸葛亮征讨南蛮。	6	ArmyFormation/zhuixingzhen.tmx	40025	500	heroHead/50020.png	heroCard/40020.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12108	夏侯霸	88	41	67	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	魏国名将夏侯渊之子，后弃魏投蜀。夏侯霸的妹妹是张飞的妻子，生有一女为刘禅皇后。大器晚成，依不辱大将之名。	6	ArmyFormation/zhuixingzhen.tmx	40026	500	heroHead/50021.png	heroCard/40021.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12109	严颜	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	严颜曾为江州太守，后江州被破后，张飞义赦严颜。白发居西蜀，清名震大邦。忠心如皎日，浩气卷长江。	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12110	孟获	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	南中一带少数民族的首领，被诸葛亮七擒七纵，最终折服，手下有最强步兵之一藤甲兵。	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png											0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
12111	袁绍	78	54	58	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	袁绍出身四世三公，讨伐董卓时是十八路联军的统帅。原本是个养尊处优的公子哥，后南征北战，在界桥大败公孙瓒，名动天下。	5	ArmyFormation/heyizhen.tmx	40033	2000	heroHead/50031.png	heroCard/40031.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12112	华雄	94	58	62	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	董卓手下的心腹大将，汜水关抵挡十八路诸侯联军的进攻，连斩俞涉、潘凤两员大将。	6	ArmyFormation/zhuixingzhen.tmx	40034	2000	heroHead/50032.png	heroCard/40032.png											Dialogue/huaxiong.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12113	颜良	93	59	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	4	30001	自小和文丑一起长大，河北名将，深受袁绍的喜爱。可惜白马一战终究不敌武圣关羽。	2	ArmyFormation/gouxingzhen.tmx	40035	2000	heroHead/50033.png	heroCard/40033.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12114	文丑	94	57	67	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	河北名将，拥有凡人不能比拟的勇武，同颜良有着极其过硬的交情。后同颜良一起败给武圣关羽。	6	ArmyFormation/zhuixingzhen.tmx	40036	2000	heroHead/50034.png	heroCard/40034.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12115	陈宫	55	96	78	1	85	400	400	simayi_plist	50	moyun_plist	0	4	4	30003	吕布第一谋臣，引领吕布进入兖州为主，一时之间兖州数郡郡守皆响应起事，曾数度击败曹操。	1	ArmyFormation/changshezhen.tmx	40039	2000	heroHead/50037.png	heroCard/40037.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12116	公孙瓒	75	61	61	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	公孙瓒和刘备皆师从卢植，在幽州时领三千骑兵破张纯，威震塞外，后黄巾之乱领三万精兵，斩首三万，俘虏七万。	5	ArmyFormation/heyizhen.tmx	40043	500	heroHead/50041.png	heroCard/40041.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12117	高顺	84	57	88	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	高顺为人清白有威严，率领吕布最强兵“陷阵营”。下邳城前独斗夏侯惇三十余合，一直忠于吕布终生不叛。	2	ArmyFormation/gouxingzhen.tmx	40044	500	heroHead/50036.png	heroCard/40036.png											Dialogue/gaoshun.png	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12118	李儒	44	93	69	1	85	400	400	sunquan_plist	50	moyun_plist	0	4	4	30003	董卓的首席谋士，为董卓收降吕布。十八路诸侯讨伐董卓时，献计策，在荥阳大败曹操。	1	ArmyFormation/changshezhen.tmx	40045	500	heroHead/50043.png	heroCard/40043.png											Dialogue/liru.png	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12119	张任	79	57	54	1	100	400	300	sunquan_plist	50	mozhua_plist	0	4	4	30002	童渊的大弟子，深得童渊绝技百鸟朝凤枪。侍奉刘璋，守卫成都，射杀庞统于落凤坡。后刘璋投降，志节不改，终不降。	6	ArmyFormation/zhuixingzhen.tmx	40046	500	heroHead/50044.png	heroCard/40044.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12120	庞德	92	63	68	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	3	30001	庞德每次出征常冲锋陷阵，勇冠凉州三军。投靠曹操后，与关羽大战，射中关羽前额。	6	ArmyFormation/zhuixingzhen.tmx	40060	2000	heroHead/50058.png	heroCard/40058.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12121	关羽	108	85	91	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	关羽温酒斩华雄，白马坡前刀挑颜良，文丑，后围襄樊，水淹七军，威震华夏，蜀汉五虎上将之首。	6	ArmyFormation/zhuixingzhen.tmx	40008	5000	heroHead/50002.png	heroCard/40002.png											Dialogue/guanyu.png	sound/skillRelasebefor/guanyu/guanyu.mp3	0.1	
12122	张飞	110	78	88	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	5	1	30001	勇猛、鲁莽、嫉恶如仇，当阳桥吓退曹操十万大军。张飞乃三国万人敌，为世虎臣，为蜀汉的建立立下赫赫战功。	2	ArmyFormation/gouxingzhen.tmx	40009	5000	heroHead/50003.png	heroCard/40003.png											Dialogue/zhangfei.png	sound/skillRelasebefor/zhangfei/zhangfei.mp3	0.1	
12123	马超	107	81	87	1	100	140	300	ganling_plist	50	ziyun_plist	0	5	1	30001	锦马超，关中第一猛将，潼关之战大破曹军。甚得羌、胡心，西州畏之，后归顺刘备，蜀汉五虎上将之一。	2	ArmyFormation/gouxingzhen.tmx	40010	5000	heroHead/50004.png	heroCard/40004.png											0	sound/skillRelasebefor/machao/machao.mp3	0.1	
12124	赵云	110	88	95	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	蜀汉名将，浑身是胆。赵云早年跟随公孙瓒，后追随先主刘备，后主刘禅，被誉为虎威将军，一生鲜有败绩。	2	ArmyFormation/gouxingzhen.tmx	40001	5000	heroHead/50005.png	heroCard/40005.png											0	sound/skillRelasebefor/zhaoyun/zhaoyun.mp3	0.1	
12125	诸葛亮	79	112	107	1	85	400	400	zhugeliang_plist	50	jianshu_plist	0	5	1	30003	《隆中对》定下天下三分之计，七星坛借来火烧赤壁之风。神机妙算，空城计吓退司马百万雄兵。武侯，智谋无双。	1	ArmyFormation/changshezhen.tmx	40011	5000	heroHead/50006.png	heroCard/40006.png											0	sound/skillRelasebefor/zhugeliang/zhugeliang.mp3	0.1	
12126	孙尚香	91	93	89	1	95	400	300	shunshangxiang_plist	50	moyun_plist	0	5	1	30003	周瑜定下的计谋，结果假婚成真姻。孙尚香和刘备结为连理后，在刘备被软禁期间，帮助刘备冷箭不放，智回荆州。	6	ArmyFormation/heyizhen.tmx	40013	5000	heroHead/50008.png	heroCard/40008.png											Dialogue/sunshangxiang.png	sound/skillRelasebefor/sunshangxiang/sunshangxiang.mp3	0.1	
12127	姜维	96	99	96	1	95	400	300	liubei_plist	50	mozhua_plist	0	5	1	30002	诸葛亮北伐时期收降，并亲授姜维《兵书二十四篇》。姜维蜀汉后期的大将军，守卫蜀汉的安全，后随后主刘禅投降。	3	ArmyFormation/yanxingzhen.tmx	40015	2000	heroHead/50081.png	heroCard/40081.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12128	诸葛果	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist	0	5	1	30002	诸葛亮与黄月英的女儿。相传，诸葛果在成都避战乱，最终修成仙道，羽化升天。	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12129	庞统	77	109	100	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	1	30002	庞统，卧龙凤雏中的凤雏，入曹营献连环计，终实现火烧赤壁，大败曹军。后助刘备收服刘璋，占据巴蜀之地。	4	ArmyFormation/yuanxingzhen.tmx	40020	2000	heroHead/50015.png	heroCard/40015.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12130	董卓	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	5	4	30001	混世魔王，倒行逆施，国家制度朝令夕改，严重阻碍了整个国家政权机器的正常运转。制造火烧洛阳的惨案。	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png											0	sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.1	
12131	吕布	115	78	98	1	100	140	300	lvbu_plist	50	ziyun_plist	0	5	4	30001	马中赤兔，人中吕布。天下无双的猛将，力战三英，一支方天画戟无人可敌。为救刘备于水火，辕门射戟，威震三军。	6	ArmyFormation/zhuixingzhen.tmx	40003	5000	heroHead/50024.png	heroCard/40024.png											Dialogue/lvbu.png	sound/skillRelasebefor/lvbu/lvbu.mp3	0.1	
12132	貂蝉	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist	0	5	4	30003	为报答义父的恩情，施展美人计，后弑杀董卓，同吕布终成眷属。闭月羞花中的闭月，中国四大美女之一。	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png											0	sound/skillRelasebefor/diaochan/diaochan.mp3	0.1	
12133	张角	73	111	108	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	4	30002	张角太平道的创始人，自称大贤良师，发动汉末时期最大规模的起义，曾多次与皇甫嵩交战，各有胜负。	1	ArmyFormation/changshezhen.tmx	40028	5000	heroHead/50026.png	heroCard/40026.png											Dialogue/zhangjiao.png	sound/skillRelasebefor/zhangjiao/zhangjiao.mp3	0.1	
12134	蔡文姬	76	99	85	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	4	30004	蔡邕之女，精于天文数理，博学能文，又善诗赋，兼长辩才与音律。后远嫁匈奴左贤王，曹操做丞相时赎回。	4	ArmyFormation/yuanxingzhen.tmx	40030	5000	heroHead/50028.png	heroCard/40028.png											0	sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.1	
12135	吕玲绮	108	81	88	1	100	140	300	diaocan_plist	50	ziyun_plist	0	5	4	30001	吕布之女，虽不及父亲勇猛，但也是千人敌。绝色无双，头戴凤冠，于万军中依旧来去自如。	2	ArmyFormation/gouxingzhen.tmx	40031	5000	heroHead/50029.png	heroCard/40029.png											Dialogue/lvlingqi.png	sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.1	
12136	关羽	108	85	91	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	关羽温酒斩华雄，白马坡前刀挑颜良，文丑，后围襄樊，水淹七军，威震华夏，蜀汉五虎上将之首。	6	ArmyFormation/zhuixingzhen.tmx	40008	5000	heroHead/50002.png	heroCard/40002.png											Dialogue/guanyu.png	sound/skillRelasebefor/guanyu/guanyu.mp3	0.1	
12137	祝融	89	96	83	1	100	400	300	huangyueyin_plist	50	xuanwo_plist	0	5	4	30002	蛮王孟获之妻，火神后裔。祝融随蛮王共同统治南中之地，爱民如子，受百姓爱戴。	6	ArmyFormation/zhuixingzhen.tmx	40037	2000	heroHead/50035.png	heroCard/40035.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12138	曹操	89	89	99	1	95	400	300	chaochao_plist	50	mozhua_plist	0	5	3	30002	三国有名的军事家，政治家，文学家，统一中国北方，并实行一系列政策恢复经济生产和社会秩序，奠定了曹魏立国的基础。	4	ArmyFormation/heyizhen.tmx	40047	5000	heroHead/50045.png	heroCard/40045.png											Dialogue/caocao.png	sound/skillRelasebefor/caocao/caocao.mp3	0.1	
12139	司马懿	81	110	102	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	3	30002	司马懿辅佐了魏国四代的托孤辅政之重臣，后期成为掌控魏国朝政的权臣。一生中多次与诸葛亮对阵，各有胜败。	4	ArmyFormation/yuanxingzhen.tmx	40048	5000	heroHead/50046.png	heroCard/40046.png											0	sound/skillRelasebefor/simayi/simayi.mp3	0.1	
12140	甄姬	83	107	89	1	95	400	400	zhengmi_plist	50	mozhua_plist	0	5	3	30002	文昭甄皇后少时就懂救济乡里，后先后嫁给袁熙，曹丕，孝顺婆婆，著有诗歌《塘上行》。	3	ArmyFormation/yanxingzhen.tmx	40049	5000	heroHead/50047.png	heroCard/40047.png											0	sound/skillRelasebefor/zhengji/zhengji.mp3	0.1	
12141	夏侯惇	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	3	30001	夏侯惇好学、专师，虽身在军旅，但也会亲自迎接老师来讲学。为人刚烈，但生性俭朴，一生淡泊，有多余家财便会分及部下。	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png											0	sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.1	
12142	张辽	106	89	97	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	3	30001	五子良将之首，合肥之战率领八百人偷袭孙权，所向披靡，斩杀孙权两员大将。一生皆在马上度过，为曹操统一北方立下汗马功劳。	1	ArmyFormation/changshezhen.tmx	40051	5000	heroHead/50049.png	heroCard/40049.png											0	sound/skillRelasebefor/zhangliao/zhangliao.mp3	0.1	
12143	司马昭	78	100	96	1	95	400	300	liubei_plist	50	mozhua_plist	0	5	3	30002	司马昭西晋王朝的奠基人，朝廷四方皆为之效死，魏文帝曹髦刺杀司马昭，反被斩杀。	5	ArmyFormation/heyizhen.tmx	40057	2000	heroHead/50055.png	heroCard/40055.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12144	邓艾	101	81	91	1	95	400	300	simayi_plist	50	moyun_plist	0	5	3	30003	邓艾得司马懿举荐，为曹魏后期的政治稳定起到至关重要的作用，后偷渡阴平，逼降蜀汉皇帝刘禅。	3	ArmyFormation/yanxingzhen.tmx	40058	2000	heroHead/50056.png	heroCard/40056.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12145	张春华	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist	0	5	3	30004	司马懿之妻，其人当机立断，性格刚直，智慧见识过人。育有三子，司马师，司马昭，司马干皆是文武全才。	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12146	夏侯渊	105	78	94	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	3	30001	夏侯渊是一位非常出色的军事将领，擅长打运动战，兴固之战以少胜多击败韩遂。凉州各族的族长见之丧胆。	1	ArmyFormation/gouxingzhen.tmx	40062	2000	heroHead/50060.png	heroCard/40060.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12147	荀攸	69	98	91	1	95	400	300	sunquan_plist	50	moyun_plist	0	5	3	30003	荀攸多谋深算，心思缜密，明智而能保守机密，自从随曹操四处征战，常常运筹帷幄，助曹操胜强大的袁绍于官渡。	3	ArmyFormation/heyizhen.tmx	40063	500	heroHead/50061.png	heroCard/40061.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12148	荀彧	76	97	88	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	3	30002	荀家八龙之一，为曹操举荐郭嘉，陈群、杜畿、司马懿，等名士，后都成为魏国重臣。	3	ArmyFormation/changshezhen.tmx	40064	500	heroHead/50062.png	heroCard/40062.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12149	贾诩	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	3	30002	贾诩智谋天下无双，董卓死后，为李催，郭汜献计成功赶走吕布。后贾诩投降曹魏后，使用离间计搞垮马超和韩遂军团。	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12150	孙权	83	88	93	1	95	400	300	sunquan_plist	50	moyun_plist	0	5	2	30003	吴大帝孙权，兄长孙策被行刺后，统领江东。吴国与魏国对立时，毅然选择和刘备同盟，发动赤壁之战。	3	ArmyFormation/yanxingzhen.tmx	40069	5000	heroHead/50067.png	heroCard/40067.png											0	sound/skillRelasebefor/sunquan/sunquan.mp3	0.1	
